customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
1097-FSPVW;Female;0;No;No;42;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic); R$ 54,55 ; R$ 2.455,05 ;No
2839-RFSQE;Female;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 20,65 ; R$ 38,70 ;Yes
8328-SKJNO;Male;0;No;Yes;23;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic); R$ 40,65 ; R$ 947,40 ;No
7010-ZMVBF;Female;0;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 20,45 ; R$ 357,00 ;No
5201-CBWYG;Male;0;Yes;Yes;62;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic); R$ 24,80 ; R$ 1.476,25 ;No
0968-GSIKN;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check; R$ 70,80 ; R$ 70,80 ;Yes
1965-DDBWU;Male;0;No;No;16;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic); R$ 89,05 ; R$ 1.448,60 ;Yes
9057-SIHCH;Female;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 96,60 ; R$ 291,90 ;Yes
6352-GIGGQ;Male;0;No;No;67;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic); R$ 88,80 ; R$ 5.903,15 ;No
3635-QQRQD;Male;0;No;No;62;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic); R$ 20,05 ; R$ 1.201,65 ;No
6771-XWBDM;Female;0;Yes;No;57;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic); R$ 104,50 ; R$ 5.921,35 ;Yes
2897-DOVND;Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 69,80 ; R$ 146,65 ;No
3082-YVEKW;Female;0;Yes;Yes;23;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic); R$ 77,15 ; R$ 1.759,40 ;No
0191-EQUUH;Female;0;No;Yes;25;No;No phone service;DSL;Yes;No;No;Yes;No;No;Two year;No;Bank transfer (automatic); R$ 35,05 ; R$ 844,45 ;No
7134-HBPBS;Female;1;No;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic); R$ 108,10 ; R$ 7.774,05 ;No
3489-HHPFY;Female;0;Yes;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; R$ 84,05 ; R$ 134,05 ;No
2926-JEJJC;Female;0;No;No;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic); R$ 20,20 ; R$ 140,95 ;No
8601-QACRS;Female;0;No;No;5;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check; R$ 50,60 ; R$ 249,95 ;Yes
4950-BDEUX;Male;0;No;No;35;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check; R$ 49,20 ; R$ 1.701,65 ;No
5789-LDFXO;Male;0;No;No;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check; R$ 24,60 ; R$ 592,65 ;No
0508-OOLTO;Female;0;Yes;Yes;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 71,65 ; R$ 135,75 ;No
2984-TBYKU;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic); R$ 104,90 ; R$ 7.732,65 ;No
9822-WMWVG;Female;0;No;No;41;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check; R$ 106,50 ; R$ 4.282,40 ;No
2391-SOORI;Male;0;No;Yes;4;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check; R$ 49,35 ; R$ 219,65 ;Yes
9040-KZVWO;Male;0;No;No;26;Yes;No;Fiber optic;No;Yes;No;No;No;No;One year;No;Bank transfer (automatic); R$ 75,50 ; R$ 2.018,10 ;No
2645-QTLMB;Male;0;No;No;7;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 94,25 ; R$ 669,00 ;Yes
4806-HIPDW;Female;0;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 68,95 ; R$ 68,95 ;Yes
1548-ARAGG;Female;0;Yes;Yes;4;Yes;Yes;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check; R$ 58,50 ; R$ 224,85 ;No
6339-RZCBJ;Male;0;No;No;48;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic); R$ 78,90 ; R$ 3.771,50 ;No
4424-TKOPW;Male;1;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 93,85 ; R$ 196,75 ;Yes
4415-WNGVR;Female;1;Yes;No;12;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check; R$ 79,20 ; R$ 943,85 ;No
2522-AHJXR;Male;0;Yes;No;60;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic); R$ 109,45 ; R$ 6.572,85 ;No
0412-UCCNP;Male;0;No;No;55;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Two year;Yes;Electronic check; R$ 59,20 ; R$ 3.175,85 ;No
1816-FLZDK;Male;0;No;No;1;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check; R$ 29,15 ; R$ 29,15 ;No
7096-UCLNH;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 20,05 ; R$ 20,05 ;No
8443-ZRDBZ;Male;0;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 76,05 ; R$ 318,90 ;Yes
9136-ALYBR;Male;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check; R$ 24,45 ; R$ 24,45 ;Yes
4615-PIVVU;Female;0;No;No;42;Yes;No;DSL;No;No;Yes;Yes;No;Yes;Two year;No;Credit card (automatic); R$ 66,50 ; R$ 2.762,75 ;No
8885-QSQBX;Female;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic); R$ 49,55 ; R$ 49,55 ;No
7479-NITWS;Male;0;No;No;7;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic); R$ 89,35 ; R$ 631,85 ;Yes
8617-ENBDS;Male;0;No;No;3;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic); R$ 73,60 ; R$ 232,50 ;No
9385-NXKDA;Female;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 82,65 ; R$ 5.919,35 ;No
0430-IHCDJ;Male;0;No;No;15;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 49,00 ; R$ 749,25 ;No
2959-MJHIC;Male;0;Yes;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; R$ 80,35 ; R$ 307,40 ;Yes
6674-KVJHG;Female;0;No;No;11;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check; R$ 25,20 ; R$ 245,15 ;No
1814-DKOLC;Female;0;No;No;5;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 25,45 ; R$ 134,75 ;No
4201-JMNGR;Female;1;No;No;1;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Electronic check; R$ 55,80 ; R$ 55,80 ;Yes
9351-HXDMR;Male;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 110,90 ; R$ 8.240,85 ;No
3537-HPKQT;Female;0;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic); R$ 77,75 ; R$ 4.266,40 ;No
2129-ALKBS;Female;0;Yes;Yes;40;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check; R$ 26,20 ; R$ 1.077,50 ;No
5821-MMEIL;Female;0;Yes;No;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic); R$ 19,90 ; R$ 1.115,60 ;No
5960-WPXQM;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; R$ 79,05 ; R$ 79,05 ;Yes
0684-AOSIH;Male;0;Yes;No;1;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 95,00 ; R$ 95,00 ;Yes
8260-NGFNY;Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check; R$ 25,20 ; R$ 25,20 ;Yes
1309-XGFSN;Male;1;Yes;Yes;52;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check; R$ 80,85 ; R$ 4.079,55 ;No
1866-RZZQS;Male;1;No;No;41;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 98,40 ; R$ 4.187,75 ;Yes
6968-URWQU;Male;0;Yes;No;43;Yes;No;DSL;No;No;No;No;Yes;No;One year;Yes;Mailed check; R$ 56,35 ; R$ 2.391,15 ;No
4742-TXUEX;Female;0;Yes;Yes;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic); R$ 19,30 ; R$ 890,50 ;No
9631-XEYKE;Male;0;No;No;3;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic); R$ 50,40 ; R$ 137,25 ;No
8631-NBHFZ;Male;1;Yes;Yes;66;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic); R$ 79,40 ; R$ 5.154,60 ;Yes
1335-MXCSE;Male;0;Yes;Yes;55;Yes;No;DSL;No;No;Yes;Yes;No;No;Two year;Yes;Credit card (automatic); R$ 55,25 ; R$ 3.119,90 ;No
8873-TMKGR;Male;0;No;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 19,10 ; R$ 529,50 ;No
8800-JOOCF;Female;0;No;Yes;12;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; R$ 84,05 ; R$ 966,55 ;No
1469-LBJQJ;Female;0;Yes;No;66;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 105,20 ; R$ 6.936,85 ;No
4958-XCBDQ;Male;1;No;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 101,40 ; R$ 3.496,30 ;Yes
8337-UPOAQ;Male;1;Yes;No;10;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check; R$ 89,80 ; R$ 914,30 ;Yes
0064-YIJGF;Male;0;Yes;Yes;27;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic); R$ 75,75 ; R$ 1.929,00 ;No
2386-OWURY;Female;0;No;No;58;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 95,30 ; R$ 5.817,70 ;No
1725-IQNIY;Male;0;Yes;No;54;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic); R$ 109,75 ; R$ 6.110,20 ;Yes
0310-VQXAM;Male;0;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 19,85 ; R$ 178,80 ;No
6598-RFFVI;Male;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic); R$ 19,30 ; R$ 28,30 ;Yes
3453-RTHJQ;Male;0;No;No;6;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 69,10 ; R$ 435,00 ;No
6712-OAWRH;Female;1;No;No;26;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 91,25 ; R$ 2.351,80 ;Yes
6278-FEPBZ;Female;0;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 20,25 ; R$ 186,15 ;No
4280-DLSHD;Male;0;Yes;No;8;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check; R$ 54,75 ; R$ 445,85 ;No
1508-DFXCU;Male;0;No;No;12;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; R$ 81,45 ; R$ 912,00 ;No
8614-VGMMV;Female;0;No;No;15;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 49,10 ; R$ 679,55 ;Yes
7868-BGSZA;Male;0;Yes;No;43;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;One year;Yes;Electronic check; R$ 80,20 ; R$ 3.581,60 ;No
2800-QQUSO;Male;0;No;No;42;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 100,30 ; R$ 4.222,95 ;No
2930-UOTMB;Female;0;No;No;31;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Credit card (automatic); R$ 65,25 ; R$ 1.994,30 ;Yes
7973-DZRKH;Female;0;No;Yes;66;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;No;Two year;Yes;Credit card (automatic); R$ 90,95 ; R$ 5.930,05 ;No
5914-DVBWJ;Female;1;No;No;18;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check; R$ 85,45 ; R$ 1.505,85 ;Yes
7698-YFGEZ;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 20,00 ; R$ 20,00 ;No
2533-QVMSK;Male;0;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Two year;Yes;Electronic check; R$ 94,10 ; R$ 5.638,30 ;Yes
9773-PEQBZ;Male;0;No;No;10;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check; R$ 79,85 ; R$ 797,25 ;No
8644-XLFBW;Male;1;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 71,65 ; R$ 71,65 ;Yes
0650-BWOZN;Female;1;No;No;18;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 73,55 ; R$ 1.359,45 ;No
8625-AZYZY;Male;0;Yes;No;24;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 104,65 ; R$ 2.542,45 ;Yes
7785-RDVIG;Female;0;Yes;Yes;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 19,30 ; R$ 54,70 ;No
9602-WCXPI;Male;0;No;No;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic); R$ 20,15 ; R$ 989,05 ;No
2903-YYTBW;Male;0;Yes;Yes;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check; R$ 44,55 ; R$ 44,55 ;No
3620-MWJNE;Male;0;No;No;2;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Mailed check; R$ 54,45 ; R$ 87,30 ;No
8573-JGCZW;Male;0;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic); R$ 19,65 ; R$ 351,55 ;No
6837-HAEVO;Male;0;Yes;Yes;69;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check; R$ 105,00 ; R$ 7.297,75 ;No
6701-YVNQG;Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 88,70 ; R$ 6.301,70 ;No
9306-CPCBC;Female;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 74,25 ; R$ 210,30 ;Yes
4304-XUMGI;Male;1;Yes;Yes;50;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;Two year;Yes;Bank transfer (automatic); R$ 75,15 ; R$ 3.822,45 ;No
9504-YAZWB;Female;0;No;No;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 20,25 ; R$ 1.048,45 ;No
8819-ZBYNA;Female;0;Yes;No;58;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 109,10 ; R$ 6.393,65 ;No
6174-NRBTZ;Male;0;No;No;46;No;No phone service;DSL;Yes;No;No;No;No;No;One year;Yes;Bank transfer (automatic); R$ 30,75 ; R$ 1.489,30 ;No
9481-IEBZY;Male;1;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic); R$ 112,90 ; R$ 8.061,50 ;No
1833-VGRUM;Female;1;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 74,20 ; R$ 74,20 ;Yes
6137-NICCO;Female;0;Yes;Yes;6;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Mailed check; R$ 94,05 ; R$ 518,75 ;No
9065-ZCPQX;Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic); R$ 78,85 ; R$ 5.763,15 ;No
6402-EJMWF;Male;0;No;No;4;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check; R$ 55,30 ; R$ 238,50 ;No
3620-EHIMZ;Female;0;Yes;Yes;52;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 19,35 ; R$ 1.031,70 ;No
3213-VVOLG;Male;0;Yes;Yes;0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 25,35 ;   ;No
6870-ECSHE;Female;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 20,45 ; R$ 34,80 ;No
8747-UDCOI;Female;0;Yes;No;65;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic); R$ 19,35 ; R$ 1.319,95 ;No
8374-XGEJJ;Male;1;Yes;No;43;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 101,00 ; R$ 4.388,40 ;Yes
2656-TABEH;Male;0;Yes;No;4;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 100,20 ; R$ 420,20 ;Yes
6946-LMSQS;Male;1;Yes;No;25;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;One year;Yes;Electronic check; R$ 89,05 ; R$ 2.177,45 ;Yes
4626-OZDTJ;Female;0;Yes;No;51;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic); R$ 78,65 ; R$ 3.950,85 ;No
9169-BSVIN;Male;0;No;No;12;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic); R$ 74,75 ; R$ 827,05 ;No
2325-ZUSFD;Female;0;Yes;Yes;57;Yes;No;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic); R$ 70,10 ; R$ 3.913,30 ;Yes
8194-PEEBY;Female;0;Yes;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; R$ 19,90 ; R$ 533,50 ;No
6872-HXFNF;Female;0;Yes;No;64;Yes;Yes;DSL;No;No;Yes;Yes;No;No;One year;No;Bank transfer (automatic); R$ 58,35 ; R$ 3.756,45 ;No
3932-CMDTD;Female;0;No;No;4;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check; R$ 105,65 ; R$ 443,90 ;Yes
7714-YXSMB;Female;0;No;No;26;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic); R$ 100,50 ; R$ 2.599,95 ;No
8387-UGUSU;Female;0;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 20,05 ; R$ 284,30 ;No
1080-BWSYE;Male;1;Yes;No;64;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic); R$ 25,65 ; R$ 1.740,80 ;No
4039-HEUNW;Male;1;Yes;No;36;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 96,50 ; R$ 3.436,10 ;Yes
1194-HVAIF;Female;0;Yes;No;27;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic); R$ 95,00 ; R$ 2.462,55 ;No
0812-WUPTB;Male;1;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check; R$ 70,85 ; R$ 70,85 ;Yes
3594-UVONA;Female;0;No;No;35;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic); R$ 85,95 ; R$ 3.110,10 ;Yes
0004-TLHLJ;Male;0;No;No;4;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check; R$ 73,90 ; R$ 280,85 ;Yes
1767-TGTKO;Female;0;Yes;Yes;8;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; R$ 45,45 ; R$ 411,75 ;No
8439-LTUGF;Male;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic); R$ 20,00 ; R$ 198,60 ;No
8805-JNRAZ;Female;0;No;No;2;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check; R$ 49,20 ; R$ 103,70 ;No
5089-IFSDP;Female;0;Yes;No;58;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic); R$ 109,45 ; R$ 6.144,55 ;Yes
6418-HNFED;Male;0;Yes;No;51;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 83,25 ; R$ 4.089,45 ;No
0206-OYVOC;Female;0;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check; R$ 19,25 ; R$ 864,20 ;No
7291-CDTMJ;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic); R$ 19,65 ; R$ 19,65 ;No
7128-GGCNO;Male;0;No;No;46;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic); R$ 72,80 ; R$ 3.249,40 ;No
0237-YFUTL;Female;0;Yes;No;50;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic); R$ 109,65 ; R$ 5.405,80 ;No
7691-KGKGP;Male;0;Yes;Yes;53;Yes;No;DSL;No;Yes;No;Yes;Yes;No;Month-to-month;No;Credit card (automatic); R$ 65,00 ; R$ 3.363,80 ;No
6710-HSJRD;Male;0;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 114,10 ; R$ 7.132,15 ;No
3675-EQOZA;Male;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic); R$ 20,65 ; R$ 93,55 ;No
0840-DCNZE;Male;0;No;No;47;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic); R$ 86,95 ; R$ 4.138,90 ;No
1732-FEKLD;Female;0;No;No;54;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic); R$ 94,75 ; R$ 5.121,75 ;No
9862-KJTYK;Male;0;No;Yes;19;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic); R$ 25,35 ; R$ 566,10 ;No
0479-HMSWA;Female;0;No;Yes;26;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check; R$ 105,45 ; R$ 2.715,30 ;No
5854-KSRBJ;Male;0;Yes;Yes;70;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 25,40 ; R$ 1.782,05 ;No
0365-BZUWY;Male;0;Yes;No;17;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 102,55 ; R$ 1.742,50 ;No
4817-VYYWS;Female;0;No;No;30;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; R$ 100,20 ; R$ 2.983,80 ;Yes
5701-SVCWR;Female;0;No;Yes;1;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; R$ 24,00 ; R$ 24,00 ;No
3129-AAQOU;Female;0;Yes;Yes;19;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; R$ 25,60 ; R$ 485,90 ;No
4922-CVPDX;Female;0;Yes;No;26;Yes;No;DSL;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic); R$ 73,50 ; R$ 1.905,70 ;No
