Customer;State;Customer Lifetime Value;Response;Coverage;Education;Effective To Date;EmploymentStatus;Gender;Income;Location Code;Marital Status;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Policy Type;Policy;Renew Offer Type;Sales Channel;Total Claim Amount;Vehicle Class;Vehicle Size
RA27021;Nevada;2.756.473.951;No;Extended;Bachelor;01/01/2011;Disabled;F;26410;Rural;Married;91;17;90;0;2;Corporate Auto;Corporate L1;Offer2;Agent;184.516.188;Four-Door Car;Large
JW15941;California;3.842.794.699;No;Extended;Master;1/29/11;Employed;M;97832;Rural;Married;95;5;98;0;1;Personal Auto;Personal L3;Offer2;Web;107.661.239;Two-Door Car;Medsize
GP20408;Oregon;3.808.122.147;Yes;Extended;College;1/28/11;Employed;F;94903;Suburban;Married;94;3;38;0;1;Personal Auto;Personal L3;Offer2;Agent;451.2;Two-Door Car;Small
AM57175;Oregon;1.500.084.238;No;Extended;High School or Below;01/06/2011;Employed;F;62473;Suburban;Divorced;76;6;70;1;2;Personal Auto;Personal L3;Offer1;Branch;507.560.729;Four-Door Car;Small
RI40862;Nevada;557.310.605;No;Basic;College;2/18/11;Employed;M;85704;Urban;Married;69;21;84;0;7;Personal Auto;Personal L3;Offer1;Agent;325.395.532;Four-Door Car;Small
EY86980;Oregon;6.222.212.108;No;Extended;Bachelor;1/14/11;Employed;M;74270;Rural;Single;78;33;2;0;7;Corporate Auto;Corporate L2;Offer4;Agent;122.486.486;Two-Door Car;Medsize
FG24850;Oregon;5.096.673.223;Yes;Basic;Master;1/28/11;Disabled;F;22886;Suburban;Divorced;65;9;81;0;3;Personal Auto;Personal L2;Offer1;Agent;312;Four-Door Car;Small
JB39997;California;6.183.185.785;No;Extended;College;2/24/11;Employed;F;36464;Rural;Married;78;5;17;0;7;Personal Auto;Personal L1;Offer4;Call Center;93.515.817;Four-Door Car;Medsize
CG43444;California;9.388.981.905;No;Extended;Bachelor;1/27/11;Employed;F;33599;Rural;Divorced;80;23;31;0;2;Personal Auto;Personal L3;Offer2;Branch;111.265.486;Four-Door Car;Small
ZG69918;Oregon;8.168.714.346;No;Basic;College;1/14/11;Disabled;M;20819;Urban;Married;73;4;65;1;2;Special Auto;Special L2;Offer1;Call Center;206.863.422;Four-Door Car;Medsize
GM70734;California;135.612.048;No;Extended;College;1/29/11;Medical Leave;F;29095;Urban;Divorced;91;29;47;1;2;Corporate Auto;Corporate L3;Offer1;Agent;280.800.938;Two-Door Car;Medsize
PM14429;California;6.699.278.956;No;Extended;College;02/04/2011;Employed;M;30852;Urban;Single;88;7;42;0;8;Personal Auto;Personal L3;Offer1;Branch;318.866.388;Four-Door Car;Medsize
FD55376;California;202.309.675;No;Basic;High School or Below;2/22/11;Employed;M;48448;Suburban;Married;74;24;11;1;2;Corporate Auto;Corporate L3;Offer3;Agent;355.2;Four-Door Car;Medsize
PS25185;Washington;4.097.371.676;No;Premium;Bachelor;1/20/11;Medical Leave;F;20079;Suburban;Single;110;1;63;0;1;Corporate Auto;Corporate L3;Offer1;Web;528;Two-Door Car;Medsize
YE70791;California;516.949.937;Yes;Basic;High School or Below;2/26/11;Medical Leave;M;12430;Suburban;Single;73;22;13;0;4;Personal Auto;Personal L2;Offer2;Call Center;350.4;Four-Door Car;Medsize
UN52560;Arizona;6.278.764.007;No;Extended;Bachelor;2/14/11;Employed;M;47669;Suburban;Married;80;16;84;0;3;Personal Auto;Personal L3;Offer2;Branch;384;Four-Door Car;Small
SS95187;Arizona;3.343.933.131;No;Extended;Bachelor;1/29/11;Employed;M;40794;Urban;Divorced;87;6;87;0;1;Personal Auto;Personal L3;Offer4;Branch;334.452.807;Four-Door Car;Medsize
OU62959;California;1.553.178.589;No;Basic;Bachelor;02/09/2011;Employed;M;95340;Urban;Married;198;5;84;2;3;Personal Auto;Personal L2;Offer3;Web;808.844.338;Luxury SUV;Medsize
ZV36800;Oregon;423.684.292;No;Basic;Bachelor;1/23/11;Disabled;M;14476;Suburban;Married;113;11;0;0;1;Corporate Auto;Corporate L3;Offer3;Branch;542.4;Sports Car;Medsize
XF83901;Arizona;3.692.583.567;No;Premium;College;01/12/2011;Unemployed;F;0;Suburban;Single;105;28;69;0;1;Personal Auto;Personal L2;Offer1;Branch;756;Four-Door Car;Large
RE12758;California;6.782.556.454;No;Extended;High School or Below;2/22/11;Employed;M;26116;Suburban;Married;85;6;58;0;3;Personal Auto;Personal L3;Offer4;Agent;612;Four-Door Car;Medsize
CH97666;California;3.683.472.334;No;Basic;Bachelor;1/14/11;Retired;M;12454;Suburban;Married;100;4;68;0;1;Personal Auto;Personal L1;Offer3;Web;720;Sports Car;Medsize
NU25698;Oregon;1.399.568.999;No;Extended;High School or Below;2/16/11;Employed;F;48245;Suburban;Married;121;16;21;3;2;Personal Auto;Personal L3;Offer1;Agent;580.8;SUV;Medsize
ZV80216;Oregon;5.619.689.084;Yes;Premium;High School or Below;1/26/11;Unemployed;M;0;Suburban;Married;153;25;5;0;1;Personal Auto;Personal L1;Offer2;Web;1.027.000.029;SUV;Medsize
PB47955;Oregon;8.331.648.336;No;Basic;Bachelor;01/11/2011;Unemployed;F;0;Suburban;Single;119;3;54;0;3;Personal Auto;Personal L3;Offer2;Branch;856.8;SUV;Medsize
BD36887;Nevada;417.118.715;No;Basic;College;1/27/11;Employed;F;37478;Suburban;Married;105;4;53;0;1;Personal Auto;Personal L1;Offer1;Agent;653.685.468;Sports Car;Medsize
JG65202;Oregon;7.873.567.332;No;Basic;High School or Below;1/29/11;Unemployed;M;0;Suburban;Single;74;24;82;0;2;Personal Auto;Personal L3;Offer1;Agent;568.798.455;Two-Door Car;Medsize
YV76240;Oregon;1.067.725.385;No;Extended;College;01/04/2011;Employed;F;45732;Urban;Married;134;22;56;0;9;Corporate Auto;Corporate L2;Offer1;Call Center;611.918.994;SUV;Large
LN28900;California;1.468.707.959;No;Extended;Bachelor;2/23/11;Unemployed;M;0;Suburban;Single;85;3;61;0;2;Personal Auto;Personal L1;Offer1;Web;612;Four-Door Car;Small
IN77241;Washington;5.394.703.229;No;Basic;Bachelor;02/06/2011;Employed;M;65978;Urban;Married;67;3;50;0;3;Corporate Auto;Corporate L1;Offer2;Branch;251.795.869;Two-Door Car;Medsize
DI42246;Arizona;2.230.755.716;No;Basic;College;1/20/11;Unemployed;M;0;Suburban;Married;62;9;49;0;1;Personal Auto;Personal L2;Offer1;Agent;32.588.607;Four-Door Car;Medsize
SE86346;Nevada;7.771.018.055;No;Basic;College;2/16/11;Employed;F;58467;Suburban;Married;65;30;90;0;2;Corporate Auto;Corporate L3;Offer2;Web;452.915.621;Four-Door Car;Small
FK46365;Washington;4.103.849.192;No;Basic;College;02/03/2011;Employed;F;82427;Suburban;Married;102;24;5;0;1;Personal Auto;Personal L3;Offer2;Agent;489.6;SUV;Small
XW93623;Nevada;7.221.151.702;No;Basic;Bachelor;02/09/2011;Employed;M;33811;Urban;Married;184;17;59;0;1;Personal Auto;Personal L3;Offer3;Agent;58.737.679;Luxury SUV;Medsize
FJ62579;Oregon;122.850.473;No;Basic;High School or Below;1/20/11;Unemployed;M;0;Suburban;Divorced;183;29;65;2;7;Personal Auto;Personal L3;Offer1;Call Center;878.4;Luxury SUV;Small
ZZ22193;California;5.704.679.894;No;Basic;Master;01/05/2011;Employed;F;37675;Suburban;Single;71;25;80;0;3;Personal Auto;Personal L2;Offer1;Agent;380.919.824;Four-Door Car;Medsize
ZY77695;Arizona;2.433.913.419;No;Basic;Bachelor;01/10/2011;Unemployed;M;0;Suburban;Single;72;28;29;0;1;Personal Auto;Personal L3;Offer1;Agent;345.6;Two-Door Car;Medsize
ZJ65064;California;4.921.752.296;No;Basic;College;02/05/2011;Unemployed;F;0;Suburban;Single;70;28;29;0;8;Personal Auto;Personal L1;Offer3;Call Center;336;Four-Door Car;Medsize
FA59186;California;4.660.006.868;No;Basic;High School or Below;1/14/11;Unemployed;M;0;Suburban;Single;67;11;87;0;3;Personal Auto;Personal L2;Offer1;Web;482.4;Two-Door Car;Medsize
XS74336;Washington;2.541.522.907;No;Basic;High School or Below;2/22/11;Unemployed;F;0;Suburban;Single;71;12;37;0;1;Personal Auto;Personal L3;Offer4;Web;511.2;Four-Door Car;Small
RT80802;Nevada;1.165.859.927;No;Basic;College;1/19/11;Disabled;M;19851;Rural;Married;102;33;51;0;2;Personal Auto;Personal L3;Offer1;Branch;220.038.588;Sports Car;Small
KN65809;Washington;1.113.156.637;No;Extended;High School or Below;01/04/2011;Unemployed;F;0;Suburban;Married;99;26;60;0;2;Personal Auto;Personal L3;Offer1;Agent;475.2;Four-Door Car;Small
QF17381;Arizona;4.733.507.343;No;Basic;Bachelor;01/06/2011;Unemployed;F;0;Suburban;Married;62;5;41;0;3;Corporate Auto;Corporate L3;Offer1;Agent;740.838.216;Four-Door Car;Small
JF16897;Oregon;8.776.363.448;No;Basic;High School or Below;2/23/11;Employed;F;28360;Suburban;Married;73;8;65;0;2;Personal Auto;Personal L3;Offer1;Branch;863.909.989;Four-Door Car;Medsize
PB90912;California;7.804.022.473;No;Basic;High School or Below;02/08/2011;Employed;M;70833;Suburban;Married;193;15;33;0;1;Personal Auto;Personal L2;Offer2;Web;926.4;Luxury SUV;Large
CH50339;Arizona;2.522.256.441;No;Basic;Master;01/08/2011;Unemployed;F;0;Suburban;Married;69;18;64;1;1;Corporate Auto;Corporate L2;Offer4;Call Center;470.275.242;Four-Door Car;Small
GU41198;California;9.536.338.382;No;Extended;Bachelor;01/07/2011;Employed;F;62421;Suburban;Divorced;80;22;50;2;2;Corporate Auto;Corporate L3;Offer1;Call Center;384;Four-Door Car;Medsize
CT96082;Oregon;4.711.080.198;No;Basic;Bachelor;01/05/2011;Disabled;F;13933;Rural;Married;62;25;32;0;6;Corporate Auto;Corporate L3;Offer1;Call Center;49.364.254;Two-Door Car;Medsize
KP26590;Nevada;3.801.282.266;No;Extended;Bachelor;2/16/11;Employed;F;40513;Rural;Married;96;21;37;1;1;Personal Auto;Personal L2;Offer1;Branch;151.589.577;Four-Door Car;Large
ZQ51896;Oregon;2.115.930.151;No;Basic;College;1/22/11;Unemployed;M;0;Suburban;Single;108;15;17;0;2;Special Auto;Special L1;Offer4;Web;777.6;SUV;Large
BI34286;Oregon;6.515.026.481;No;Extended;Master;2/27/11;Employed;M;47259;Suburban;Married;81;22;54;0;5;Corporate Auto;Corporate L2;Offer1;Branch;388.8;Four-Door Car;Medsize
XJ97760;California;4.739.861.234;No;Basic;Master;01/01/2011;Employed;M;35039;Urban;Single;61;7;87;0;8;Personal Auto;Personal L1;Offer1;Call Center;254.308.991;Four-Door Car;Medsize
CO71128;California;2.124.094.357;No;Basic;College;01/07/2011;Unemployed;F;0;Suburban;Single;190;7;45;0;2;Personal Auto;Personal L2;Offer2;Agent;1368;Luxury SUV;Medsize
SJ88799;Washington;3.980.838.735;No;Premium;High School or Below;01/05/2011;Employed;M;92539;Suburban;Single;101;2;61;0;1;Personal Auto;Personal L2;Offer3;Agent;707.408.058;Four-Door Car;Medsize
RC74014;Oregon;4.990.343.538;No;Basic;College;1/27/11;Unemployed;F;0;Suburban;Single;71;3;84;0;6;Special Auto;Special L3;Offer3;Web;849.666.647;Two-Door Car;Small
CP66511;Oregon;2.562.604.728;No;Basic;High School or Below;02/10/2011;Employed;M;92038;Urban;Married;65;4;44;2;1;Personal Auto;Personal L3;Offer2;Agent;178.408.186;Two-Door Car;Small
JG13893;Nevada;7.355.349.908;No;Basic;Bachelor;1/19/11;Employed;M;51789;Suburban;Married;61;33;31;0;2;Corporate Auto;Corporate L2;Offer4;Call Center;435.835.125;Two-Door Car;Large
ER49844;Arizona;5.041.447.024;No;Basic;College;1/19/11;Employed;M;61972;Rural;Married;64;2;52;2;5;Personal Auto;Personal L1;Offer4;Call Center;138.961.963;Four-Door Car;Medsize
AU91447;Oregon;1.273.195.161;Yes;Basic;Doctor;1/14/11;Employed;M;40870;Suburban;Married;105;3;56;0;2;Special Auto;Special L2;Offer1;Agent;504;SUV;Large
SK58227;California;8.879.790.017;Yes;Basic;High School or Below;02/03/2011;Employed;F;52583;Urban;Single;113;12;59;0;7;Personal Auto;Personal L2;Offer1;Agent;52.820.086;SUV;Small
HG23705;Arizona;2.872.669.164;No;Basic;Bachelor;01/05/2011;Employed;F;79681;Rural;Single;73;4;93;1;1;Personal Auto;Personal L3;Offer2;Agent;9.160.139;Four-Door Car;Medsize
MV93555;Oregon;1.105.822.493;No;Extended;High School or Below;1/14/11;Employed;F;69792;Suburban;Single;137;1;95;0;3;Personal Auto;Personal L3;Offer2;Web;696.757.797;SUV;Medsize
VQ20924;Arizona;7.138.167.712;No;Extended;High School or Below;02/10/2011;Disabled;F;19794;Suburban;Married;93;24;80;0;8;Corporate Auto;Corporate L3;Offer2;Agent;603.077.136;Two-Door Car;Large
AR59416;Oregon;2.903.747.753;No;Basic;High School or Below;2/22/11;Unemployed;M;0;Suburban;Married;113;0;16;0;2;Personal Auto;Personal L3;Offer4;Web;542.4;SUV;Medsize
DF65548;California;8.613.464.627;No;Premium;Master;1/24/11;Employed;F;26680;Suburban;Married;106;11;49;0;5;Personal Auto;Personal L2;Offer1;Agent;508.8;Two-Door Car;Small
PA28328;California;3.861.486.269;Yes;Extended;College;01/06/2011;Employed;F;93272;Urban;Married;95;3;54;0;1;Corporate Auto;Corporate L3;Offer2;Branch;281.110.788;Four-Door Car;Medsize
WY31530;Oregon;2.482.915.577;No;Basic;Doctor;2/15/11;Unemployed;M;0;Rural;Married;68;21;73;0;1;Personal Auto;Personal L2;Offer2;Branch;87.272.319;Two-Door Car;Medsize
LV89056;California;3.133.018.242;No;Extended;Bachelor;1/18/11;Unemployed;F;0;Suburban;Single;91;7;14;1;1;Personal Auto;Personal L2;Offer1;Call Center;655.2;Four-Door Car;Medsize
KC49055;Oregon;7.123.082.388;No;Extended;Bachelor;1/21/11;Employed;M;21835;Suburban;Married;92;2;83;0;3;Personal Auto;Personal L2;Offer4;Agent;621.617.047;Two-Door Car;Medsize
RA62150;Arizona;2.843.564.035;No;Basic;College;02/08/2011;Unemployed;F;0;Suburban;Single;116;29;22;0;2;Personal Auto;Personal L1;Offer2;Branch;89.963.718;SUV;Medsize
OY70124;Washington;1.274.184.754;Yes;Basic;Bachelor;01/07/2011;Employed;F;73054;Urban;Married;106;34;36;1;2;Personal Auto;Personal L3;Offer1;Branch;419.365.958;SUV;Medsize
OT94107;Oregon;3.176.865.609;No;Extended;Bachelor;2/14/11;Employed;F;35551;Suburban;Single;81;33;52;1;1;Personal Auto;Personal L2;Offer2;Branch;565.108.501;Four-Door Car;Small
CF27806;California;5.470.060.561;Yes;Extended;Bachelor;2/17/11;Employed;F;54507;Suburban;Married;138;20;11;0;1;Personal Auto;Personal L3;Offer2;Agent;702.990.032;SUV;Medsize
EK50729;Oregon;4.582.647.706;No;Basic;Bachelor;1/17/11;Unemployed;M;0;Suburban;Divorced;67;27;7;0;7;Personal Auto;Personal L3;Offer1;Branch;321.6;Four-Door Car;Medsize
TF53472;Oregon;5.350.214.918;No;Basic;Bachelor;02/01/2011;Employed;F;41336;Urban;Divorced;68;33;25;0;5;Personal Auto;Personal L3;Offer1;Agent;263.090.605;Four-Door Car;Medsize
PG50529;California;5.580.916.514;No;Basic;High School or Below;02/10/2011;Employed;F;31972;Suburban;Married;70;4;89;0;3;Personal Auto;Personal L3;Offer1;Call Center;4.162.618;Four-Door Car;Small
QT46509;Oregon;7.048.544.758;No;Extended;College;1/31/11;Disabled;M;20416;Suburban;Married;93;33;68;0;7;Personal Auto;Personal L3;Offer3;Branch;446.4;Four-Door Car;Small
LI72489;Nevada;1.530.622.493;No;Premium;Bachelor;2/26/11;Employed;M;46338;Rural;Married;193;24;68;0;9;Corporate Auto;Corporate L3;Offer4;Web;1.946.445;SUV;Medsize
MF74413;Oregon;9.657.579.498;Yes;Extended;High School or Below;1/31/11;Unemployed;M;0;Suburban;Married;131;34;61;0;9;Personal Auto;Personal L3;Offer1;Agent;628.8;SUV;Medsize
SI58884;California;3.985.319.833;No;Basic;College;1/22/11;Retired;M;17220;Suburban;Married;105;10;24;0;1;Personal Auto;Personal L3;Offer2;Web;504;SUV;Large
KG53604;Oregon;9.816.528.302;Yes;Basic;College;1/28/11;Employed;M;37256;Rural;Married;62;15;7;0;2;Personal Auto;Personal L1;Offer1;Branch;128.969.729;Four-Door Car;Medsize
XB97091;Arizona;3.724.363.312;No;Basic;High School or Below;2/18/11;Employed;F;53602;Urban;Married;115;15;60;0;2;Personal Auto;Personal L1;Offer1;Web;295.335.363;Sports Car;Medsize
JS12902;Oregon;4.122.964.632;No;Basic;High School or Below;2/16/11;Medical Leave;F;24732;Rural;Married;107;18;44;0;1;Corporate Auto;Corporate L3;Offer3;Branch;72.771.554;Sports Car;Medsize
LL14393;Oregon;2.556.609.217;No;Basic;High School or Below;01/05/2011;Employed;M;23867;Suburban;Married;65;6;99;0;1;Personal Auto;Personal L2;Offer3;Call Center;312;Four-Door Car;Medsize
UJ71101;California;1.725.372.944;No;Extended;High School or Below;2/19/11;Unemployed;M;0;Suburban;Single;124;2;85;0;2;Personal Auto;Personal L1;Offer3;Web;928.817.071;Sports Car;Medsize
ZY95807;California;3.618.102.892;No;Basic;Bachelor;01/07/2011;Unemployed;M;0;Suburban;Single;180;15;87;0;2;Corporate Auto;Corporate L2;Offer1;Web;864;Luxury SUV;Small
GA72966;Oregon;8.427.172.486;Yes;Extended;Bachelor;02/10/2011;Employed;F;46503;Suburban;Divorced;215;4;21;1;1;Personal Auto;Personal L3;Offer1;Agent;1032;Luxury SUV;Medsize
WS36101;Oregon;2.348.028.868;No;Basic;High School or Below;1/19/11;Unemployed;M;0;Suburban;Married;63;21;61;0;1;Personal Auto;Personal L3;Offer2;Agent;453.6;Four-Door Car;Medsize
GY88677;Oregon;2.367.502.939;No;Premium;Bachelor;1/29/11;Employed;F;46268;Urban;Married;199;34;17;1;2;Personal Auto;Personal L3;Offer1;Agent;842.000.858;Sports Car;Medsize
XT45580;Oregon;4.089.463.358;No;Basic;College;2/25/11;Employed;F;60759;Suburban;Single;104;20;85;0;1;Corporate Auto;Corporate L3;Offer3;Branch;499.2;SUV;Large
RY23571;California;248.367.134;No;Basic;Bachelor;01/01/2011;Employed;F;75615;Rural;Married;65;16;39;5;1;Personal Auto;Personal L3;Offer2;Branch;15.654.837;Four-Door Car;Medsize
NB82190;Oregon;5.278.183.759;No;Basic;College;02/09/2011;Employed;M;73742;Rural;Single;68;10;60;0;3;Personal Auto;Personal L1;Offer2;Branch;27.210.992;Two-Door Car;Medsize
XG14438;Arizona;1.372.779.972;Yes;Extended;College;01/08/2011;Unemployed;M;0;Suburban;Single;126;12;4;0;2;Personal Auto;Personal L3;Offer1;Agent;604.8;SUV;Medsize
TQ84956;California;1.096.395.723;Yes;Premium;High School or Below;02/08/2011;Employed;M;55687;Suburban;Divorced;276;33;91;0;1;Corporate Auto;Corporate L3;Offer1;Agent;1324.8;Luxury SUV;Medsize
FV58292;Oregon;5.555.830.205;Yes;Basic;Bachelor;02/06/2011;Employed;M;74015;Suburban;Single;72;12;61;0;6;Personal Auto;Personal L3;Offer2;Call Center;471.443.077;Four-Door Car;Small
EF52334;Washington;326.101.744;No;Extended;Bachelor;02/07/2011;Unemployed;M;0;Suburban;Divorced;93;29;63;0;1;Personal Auto;Personal L1;Offer3;Agent;669.6;Four-Door Car;Medsize
ZV17267;Oregon;1.102.992.619;No;Extended;Bachelor;01/09/2011;Employed;F;37056;Suburban;Married;92;12;7;0;2;Personal Auto;Personal L3;Offer1;Agent;441.6;Four-Door Car;Small
RH71877;Arizona;4.770.550.911;Yes;Basic;College;02/01/2011;Medical Leave;F;12964;Suburban;Single;65;2;37;0;4;Personal Auto;Personal L3;Offer1;Web;362.774.545;Two-Door Car;Medsize
GS23406;California;2.734.328.157;No;Basic;High School or Below;1/20/11;Employed;F;30916;Rural;Single;70;6;50;0;1;Personal Auto;Personal L3;Offer3;Branch;21.143.072;Four-Door Car;Medsize
VZ66567;California;374.814.406;No;Basic;Bachelor;1/27/11;Unemployed;M;0;Suburban;Divorced;106;24;27;0;1;Personal Auto;Personal L2;Offer1;Branch;508.8;SUV;Large
VP57785;Oregon;4.770.550.911;Yes;Basic;College;02/01/2011;Medical Leave;F;12964;Suburban;Single;65;2;37;0;4;Personal Auto;Personal L1;Offer1;Web;362.774.545;Two-Door Car;Medsize
NS51605;Oregon;8.509.850.887;Yes;Basic;Master;1/31/11;Disabled;M;26057;Suburban;Divorced;74;3;63;0;2;Personal Auto;Personal L2;Offer1;Call Center;523.888.845;Four-Door Car;Small
QV48556;Arizona;542.104.863;No;Basic;Master;01/05/2011;Disabled;F;29981;Suburban;Divorced;71;4;9;0;3;Corporate Auto;Corporate L3;Offer1;Agent;340.8;Two-Door Car;Medsize
PR10005;Oregon;291.641.746;No;Basic;Bachelor;02/01/2011;Employed;M;85210;Rural;Divorced;74;23;76;0;1;Personal Auto;Personal L3;Offer4;Web;100.517.679;Four-Door Car;Medsize
IF80474;Washington;1.336.352.356;No;Premium;College;02/12/2011;Employed;M;86653;Rural;Married;111;14;5;0;2;Personal Auto;Personal L3;Offer2;Call Center;277.201.278;Four-Door Car;Medsize
NE73773;Oregon;3.974.858.481;No;Basic;High School or Below;02/10/2011;Unemployed;M;0;Suburban;Divorced;113;1;61;0;1;Personal Auto;Personal L3;Offer1;Branch;542.4;SUV;Small
WM72573;California;1.471.043.268;No;Extended;College;2/20/11;Disabled;M;22872;Suburban;Married;131;14;18;2;2;Personal Auto;Personal L2;Offer3;Web;754.845.659;SUV;Small
NX71501;California;5.936.344.043;No;Basic;Doctor;01/03/2011;Employed;F;42889;Rural;Married;74;31;18;0;7;Personal Auto;Personal L1;Offer1;Agent;177.321.283;Four-Door Car;Small
LR79755;California;2.862.180.262;No;Basic;College;1/15/11;Employed;M;74034;Urban;Divorced;72;20;64;0;1;Personal Auto;Personal L3;Offer2;Branch;267.415.871;Four-Door Car;Medsize
KC26486;Arizona;8.427.172.486;Yes;Extended;Bachelor;02/10/2011;Employed;F;46503;Suburban;Divorced;215;4;21;1;1;Personal Auto;Personal L2;Offer1;Agent;1032;Luxury SUV;Medsize
DY22077;Arizona;8.622.835.375;Yes;Basic;Bachelor;2/18/11;Employed;M;97361;Suburban;Single;73;6;85;0;2;Corporate Auto;Corporate L2;Offer1;Agent;350.4;Four-Door Car;Medsize
UV54104;Oregon;2.300.691.547;Yes;Basic;Bachelor;1/15/11;Retired;M;25905;Suburban;Divorced;63;21;12;0;1;Personal Auto;Personal L3;Offer1;Agent;302.4;Four-Door Car;Large
SG66076;Arizona;100.565.083;No;Extended;Bachelor;01/04/2011;Disabled;M;16097;Suburban;Single;139;7;6;0;7;Personal Auto;Personal L1;Offer1;Branch;1000.8;Sports Car;Medsize
GW52309;Nevada;9.118.148.093;No;Basic;High School or Below;01/08/2011;Employed;F;56446;Suburban;Married;114;2;8;0;3;Personal Auto;Personal L3;Offer1;Branch;547.2;SUV;Medsize
DC46965;Nevada;5.507.242.176;No;Basic;Master;2/17/11;Medical Leave;M;11343;Rural;Married;72;14;78;0;8;Personal Auto;Personal L3;Offer1;Agent;154.750.098;Four-Door Car;Medsize
JK57654;California;1.097.206.778;Yes;Extended;Doctor;1/18/11;Employed;M;24164;Suburban;Divorced;137;2;40;0;5;Personal Auto;Personal L3;Offer2;Agent;657.6;Sports Car;Medsize
QO62792;Oregon;7.840.165.778;Yes;Extended;College;1/14/11;Employed;M;58414;Suburban;Single;210;7;24;2;1;Personal Auto;Personal L3;Offer2;Agent;1008;Luxury SUV;Small
XI56955;Washington;5.504.139.033;Yes;Basic;Bachelor;02/08/2011;Unemployed;F;0;Suburban;Married;73;18;45;0;5;Personal Auto;Personal L2;Offer1;Call Center;350.4;Four-Door Car;Medsize
NR99710;Arizona;4.792.810.444;No;Basic;High School or Below;01/12/2011;Disabled;F;24395;Suburban;Married;62;35;99;0;3;Personal Auto;Personal L2;Offer1;Branch;357.109.603;Two-Door Car;Medsize
QH90382;Oregon;418.777.657;No;Premium;Master;1/19/11;Employed;F;52471;Rural;Married;103;35;57;0;1;Personal Auto;Personal L2;Offer2;Branch;163.955.502;Two-Door Car;Small
SI30451;Arizona;2.718.375.247;No;Basic;College;2/27/11;Employed;F;30009;Urban;Married;68;28;56;0;1;Personal Auto;Personal L1;Offer1;Agent;317.428.826;Four-Door Car;Medsize
UM39817;Oregon;8.257.666.512;Yes;Basic;Bachelor;01/12/2011;Disabled;F;23815;Suburban;Married;73;4;47;0;2;Personal Auto;Personal L3;Offer2;Call Center;424.330.166;Four-Door Car;Medsize
YG98004;Oregon;1.266.359.666;No;Premium;Master;2/18/11;Employed;F;27739;Rural;Married;104;16;22;0;2;Corporate Auto;Corporate L3;Offer1;Agent;3.200.851;Four-Door Car;Medsize
KF80172;Nevada;2.647.519.741;Yes;Basic;College;2/20/11;Employed;M;37876;Urban;Single;69;13;15;0;1;Personal Auto;Personal L3;Offer2;Agent;300.056.383;Four-Door Car;Medsize
LD95617;California;4.830.908.873;No;Basic;Bachelor;01/02/2011;Unemployed;M;0;Suburban;Divorced;72;3;64;0;3;Corporate Auto;Corporate L1;Offer3;Agent;345.6;Four-Door Car;Large
YJ24476;Nevada;4.558.428.807;No;Basic;Bachelor;01/07/2011;Medical Leave;F;14665;Suburban;Married;61;6;82;0;3;Personal Auto;Personal L3;Offer3;Call Center;292.8;Four-Door Car;Small
LM67096;Oregon;212.792.357;No;Basic;Bachelor;1/17/11;Unemployed;F;0;Rural;Divorced;61;11;6;1;1;Corporate Auto;Corporate L2;Offer1;Web;31.481.852;Four-Door Car;Medsize
FB21121;California;2.546.866.098;No;Basic;Bachelor;1/25/11;Employed;F;86595;Suburban;Married;63;1;77;0;1;Corporate Auto;Corporate L2;Offer4;Branch;445.621.906;Two-Door Car;Medsize
LW91009;Washington;4.992.920.887;No;Basic;College;2/16/11;Disabled;M;24368;Suburban;Divorced;68;34;54;1;3;Personal Auto;Personal L3;Offer1;Agent;326.4;Four-Door Car;Medsize
RD28560;Washington;1.274.184.754;Yes;Basic;Bachelor;01/07/2011;Employed;F;73054;Urban;Married;106;34;36;1;2;Corporate Auto;Corporate L2;Offer1;Branch;419.365.958;SUV;Medsize
DD22139;Washington;786.302.773;No;Basic;College;2/14/11;Unemployed;F;0;Suburban;Divorced;72;9;28;0;2;Corporate Auto;Corporate L3;Offer1;Branch;732.352.745;Two-Door Car;Small
LN50415;Oregon;5.131.360.525;No;Extended;Bachelor;2/23/11;Employed;M;50994;Urban;Married;128;16;48;0;1;Corporate Auto;Corporate L3;Offer2;Web;346.387.342;SUV;Medsize
OP62891;Oregon;2.275.401.583;No;Basic;High School or Below;01/07/2011;Unemployed;F;0;Suburban;Single;64;23;66;0;1;Personal Auto;Personal L2;Offer4;Agent;460.8;Two-Door Car;Medsize
JT47995;Arizona;6.055.619.213;No;Extended;College;01/01/2011;Unemployed;F;0;Suburban;Married;204;35;45;0;2;Personal Auto;Personal L3;Offer1;Web;979.2;Luxury SUV;Large
AG39150;Oregon;2.356.074.955;No;Basic;Bachelor;02/04/2011;Unemployed;M;0;Suburban;Married;63;22;94;0;1;Personal Auto;Personal L3;Offer1;Agent;302.4;Four-Door Car;Medsize
QJ65440;California;2.882.406.193;No;Extended;Bachelor;02/04/2011;Unemployed;F;0;Suburban;Single;87;13;3;1;2;Corporate Auto;Corporate L3;Offer1;Agent;626.4;Four-Door Car;Medsize
IJ40048;California;4.978.950.257;No;Basic;Bachelor;1/31/11;Employed;M;28695;Urban;Single;64;17;87;0;4;Corporate Auto;Corporate L2;Offer1;Branch;221.241.837;Four-Door Car;Medsize
